id,old_title,old_slug,old_category,action,new_title,new_slug,new_category,seo_description,duplicate_of
92ec9022-46ed-487e-9bb3-4b06a62830df,A World That Cares,hispanic-latino-mental-health-language-barriers-immigration-cultural-values,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Hispanic and Latino Mental Health: Barriers to Care and Cultural Values,hispanic-and-latino-mental-health-barriers-to-care-and-cultural-values,Global & Cultural Mental Health,"Language barriers, immigration stress, and cultural values around family create a significant mental health treatment gap for Hispanic and Latino Americans.",
9358ae50-377c-47ba-88c5-fa1031966159,Evidence-Based Stress Management Techniques,chest-tightness-tingling-and-dizziness-understanding-anxietys-physical-symptoms,"Anxiety, Stress & Overwhelm",RETITLE,Understanding Anxiety's Physical Symptoms: Chest Tightness and Dizziness,understanding-anxietys-physical-symptoms-chest-tightness-and-dizziness,Anxiety & Stress,"Anxiety activates the body's fight-or-flight system, causing real physical sensations like chest tightness, tingling, and dizziness that can mimic illness.",
93693c56-b4a5-475f-a8e1-d2aa26af2afa,The Science of Behavior Change,how-stress-destroys-self-control-what-to-do-about-it,"Habits, Motivation & Behavior Change",RETITLE,How Stress Impairs Self-Control and What to Do About It,how-stress-impairs-self-control-and-what-to-do-about-it,Anxiety & Stress,Stress hormones suppress the prefrontal cortex and amplify impulsive habits — understanding this neurobiology helps protect self-control under pressure.,
93a3f17f-712b-4a00-a808-5ce3200a04a0,How Childhood Trauma Shapes the Adult Brain,stay-at-home-parent-identity-purpose-isolation-and-invisible-labor,Relationships & Communication,RETITLE,"Stay-at-Home Parenting: Identity, Isolation, and Invisible Labor",stay-at-home-parenting-identity-isolation-and-invisible-labor,Life Transitions & Crises,"Stay-at-home parents face unique mental health challenges including social isolation, identity loss, and unrecognized labor that deserve more support.",
947bd8ef-4c35-4d9d-a212-4b1177173d91,Habit Apps and Technology,preparation-setting-yourself-up-for-successful-change,"Habits, Motivation & Behavior Change",RETITLE,The Preparation Stage: Setting Up for Successful Behavior Change,the-preparation-stage-setting-up-for-successful-behavior-change,Therapy & Treatment,"The preparation stage — planning, small steps, and building infrastructure before taking action — is the key predictor of lasting behavior change success.",
94b5aabb-22de-4936-a7d9-cf5441e3ffe4,Common Anxiety Triggers,what-causes-anxiety-genetics-environment-brain,"Anxiety, Stress & Overwhelm",RETITLE,"What Causes Anxiety: Genetics, Brain Chemistry, and Environment",what-causes-anxiety-genetics-brain-chemistry-and-environment,Anxiety & Stress,"Anxiety disorders arise from an interaction of genetic predisposition, altered brain circuits, and life experiences — not personal weakness or failure.",
94f3b6b0-c165-452d-8fe6-c1a2dddf54b1,The Psychology of Regret,perfectionism-in-parenting,"Self-Worth, Confidence & Identity",RETITLE,Perfectionism in Parenting and Its Impact on Children,perfectionism-in-parenting-and-its-impact-on-children,Children & Adolescents,Perfectionistic parenting increases anxiety and low self-worth in children; embracing Winnicott's good-enough parenting model produces healthier outcomes.,
95377b1f-db8e-4e5a-b5e6-3f306c18b960,Gender-Affirming Workplaces,reducing-male-suicide-evidence-based-prevention-strategies-that-work,Men's Mental Health,RETITLE,Evidence-Based Strategies for Reducing Male Suicide,evidence-based-strategies-for-reducing-male-suicide,Depression & Mood,Men account for nearly 80% of U.S. suicides; this article reviews prevention strategies with the strongest evidence for reaching men in distress.,
955e9f2d-8687-4bc8-8ae8-bb3fbf056511,Medication for Depression,atypical-depression-subtype,"Depression, Grief & Loss",RETITLE,Atypical Depression: Mood Reactivity and Overlooked Symptoms,atypical-depression-mood-reactivity-and-overlooked-symptoms,Depression & Mood,"Atypical depression involves mood that brightens with positive events plus hypersomnia, carb cravings, and rejection sensitivity — affecting up to 40% of depression cases.",
95a15656-8085-40e1-af8d-c4c22d0475c1,The Psychology of the Sunday Night Feeling,loneliness-remote-work-home-office-isolation,"Work, Productivity & Burnout",RETITLE,Remote Work Loneliness: Why Digital Connection Feels Hollow,remote-work-loneliness-why-digital-connection-feels-hollow,Workplace & Academic,"Up to 37% of remote workers experience clinically significant loneliness despite full days of video calls, because connection quality matters more than quantity.",
95c781f3-25c6-40be-bc94-89765e11a8fc,Perfectionism at Work,early-warning-signs-burnout,"Work, Productivity & Burnout",RETITLE,Recognizing Early Warning Signs of Burnout Before Crisis Hits,recognizing-early-warning-signs-of-burnout-before-crisis-hits,Workplace & Academic,Burnout builds gradually over months; learning to spot the early physical and emotional warning signs makes it far easier to reverse before full collapse.,
95c84852-65c4-4974-bd3a-b14e6d6eda44,The Link Between Self-Worth and Relationships,inner-critic-where-it-comes-from,"Self-Worth, Confidence & Identity",RETITLE,Where the Inner Critic Comes From and How to Reduce Its Power,where-the-inner-critic-comes-from-and-how-to-reduce-its-power,Self-Esteem & Identity,"The inner critic is a learned pattern rooted in early experience, distinct from healthy self-reflection, and strongly linked to depression and low self-esteem.",
95dd7cb5-9b66-47eb-a758-749768facbc6,Premenstrual Dysphoric Disorder,ocd-spectrum,Understanding Mental Health Conditions,RETITLE,The OCD Spectrum: Related Disorders and Shared Features,the-ocd-spectrum-related-disorders-and-shared-features,OCD & Related,"OCD, BDD, hoarding, trichotillomania, and excoriation share overlapping neurobiology and respond to similar treatments including ERP and SSRIs.",
965aa5a7-991b-4924-a380-e1fe97b439d9,Specific Phobias,anxiety-disorders-in-children-early-signs-and-early-intervention,Understanding Mental Health Conditions,RETITLE,Anxiety Disorders in Children: Early Signs and Intervention,anxiety-disorders-in-children-early-signs-and-intervention,Children & Adolescents,Learn how to recognize the early signs of anxiety disorders in children and why early intervention prevents chronic symptoms from interfering with development.,
9676fad0-0849-4c5b-ad96-9512e632896e,When One Partner Has Mental Health Challenges,trauma-bonding-leaving-harmful-relationships,Relationships & Communication,RETITLE,Trauma Bonding: Why Leaving Harmful Relationships Is Hard,trauma-bonding-why-leaving-harmful-relationships-is-hard,Trauma & PTSD,Understand the psychology and neurobiology behind trauma bonding — the powerful attachment that keeps people connected to abusive partners through cycles of harm and intermittent reinforcement.,
969f24b1-62f2-4585-987e-184659eae6a5,The Role of Uncertainty in Anxiety,how-anxiety-develops-over-time-chronic-pattern,"Anxiety, Stress & Overwhelm",RETITLE,How Anxiety Develops Over Time Into Chronic Patterns,how-anxiety-develops-over-time-into-chronic-patterns,Anxiety & Stress,"Explore how anxiety disorders typically progress from mild early symptoms to chronic conditions, including the characteristic ages of onset and two peak periods of development.",
97355148-7aa1-4615-a162-ae19d28e1238,Gender Dysphoria,heart-disease-and-depression-in-men-the-deadly-overlap,Men's Mental Health,RETITLE,Heart Disease and Depression in Men: A Dangerous Overlap,heart-disease-and-depression-in-men-a-dangerous-overlap,Depression & Mood,Depression increases heart disease risk by up to 80% in men — explore the bidirectional biological link between these two conditions and why both remain undertreated together.,
9735ac98-4705-4e01-a844-79ca959380e7,The Two-Week Holiday Effect,retirement-anxiety-preparing-mental-health-life-after-work,"Work, Productivity & Burnout",RETITLE,Retirement Anxiety: Preparing Mental Health for Life After Work,retirement-anxiety-preparing-mental-health-for-life-after-work,Life Transitions & Crises,"Retirement can trigger identity disruption, depression, and anxiety — learn why the psychological transition out of work is often harder than the financial one and how to prepare.",
9736b29f-8256-449e-969e-2f656553c999,Recovery Is Not Linear,life-after-depression-rebuilding-meaning-purpose-connection,"Depression, Grief & Loss",RETITLE,"Life After Depression: Rebuilding Meaning, Purpose, and Connection",life-after-depression-rebuilding-meaning-purpose-and-connection,Depression & Mood,"Recovery from depression means more than symptom relief — discover how to actively rebuild meaning, purpose, identity, and authentic connection once symptoms have lifted.",
97786e05-ac94-4416-8081-4096b2d317b3,Time Management for Real People,psychological-safety-at-work,"Work, Productivity & Burnout",RETITLE,Psychological Safety at Work and Why Teams Need It,psychological-safety-at-work-and-why-teams-need-it,Workplace & Academic,"Psychological safety is the top predictor of team effectiveness — learn what it means, what Google's Project Aristotle revealed, and how it protects mental health at work.",
97a0a725-d812-47f2-91e7-9b9bdf0ef334,Religious Trauma,opioids-pain-and-mental-health-navigating-treatment-without-addiction,"Chronic Illness, Pain & Medical Psychology",RETITLE,"Opioids, Chronic Pain, and Mental Health: Navigating Treatment",opioids-chronic-pain-and-mental-health-navigating-treatment,Substance Use & Addiction,"Explore the complex intersection of opioid medications, chronic pain, and mental health — including the evidence on risks, benefits, and how to navigate treatment responsibly.",
980ddb4b-b233-47d5-bb0c-6366d9a2082c,Masculinity and Anger,blue-collar-mens-mental-health-physical-demands-and-emotional-silence,Men's Mental Health,RETITLE,Blue-Collar Men's Mental Health and the Culture of Silence,blue-collar-mens-mental-health-and-the-culture-of-silence,Global & Cultural Mental Health,Construction and trade workers die by suicide at 3.7 times the national average — examining the compounding risk factors and systemic failures driving a mental health crisis in blue-collar men.,
982169d0-6379-4fb9-9778-3035d846cce0,How to Communicate a Limit Without Feeling Mean,boundaries-at-work-professional-limits-without-career-consequences,Relationships & Communication,RETITLE,Setting Professional Boundaries at Work Without Harming Career,setting-professional-boundaries-at-work-without-harming-career,Workplace & Academic,"Research shows clear work boundaries prevent burnout and boost long-term productivity — learn practical scripts for protecting time, managing workload, and setting limits professionally.",
982ccc8c-5b35-4aa9-b95b-f6d483480a2a,Types of Depression,biopsychosocial-model-depression-causes,"Depression, Grief & Loss",RETITLE,The Biopsychosocial Model: Understanding What Causes Depression,the-biopsychosocial-model-understanding-what-causes-depression,Depression & Mood,"Depression arises from interacting biological, psychological, and social factors — the biopsychosocial model explains why no single cause predicts who develops it and why treatment must address all three domains.",
9859a87a-5c36-434e-8e40-289145a1bbe7,Chronic Fatigue Syndrome,excoriation-disorder,Understanding Mental Health Conditions,RETITLE,Excoriation Disorder: Understanding Skin-Picking and Treatment,excoriation-disorder-understanding-skin-picking-and-treatment,OCD & Related,"Excoriation disorder involves recurrent skin-picking that causes lesions despite attempts to stop — learn about prevalence, habit reversal training, and effective treatment approaches.",
98e492c1-d1e9-4e91-a6f0-d1a4f5a68b82,Grief and the Body,complicated-grief-prolonged-grief-disorder,"Depression, Grief & Loss",RETITLE,Prolonged Grief Disorder: When Grief Does Not Ease Over Time,prolonged-grief-disorder-when-grief-does-not-ease-over-time,Life Transitions & Crises,"Prolonged grief disorder affects about 10% of bereaved people — learn the DSM-5-TR criteria, how it differs from normal grief, and what evidence-based treatment options exist.",
